;NO;URAIAN PEKERJAAN;SATUAN;HARGA SATUAN;KETERANGAN;;;
;5.1.2.19; Pemasangan 1 Unit Panel Power AC (VRF/DX System) ;unit; Rp2.246.777,00 ;0;0;;
;5.1.2.20; Pemasangan 1 Unit Panel Power Chiller ;unit; Rp3.208.276,00 ;0;0;;
;5.1.2.21; Pemasangan 1 Unit Panel Kontrol Power Chiller ;unit; Rp3.163.699,00 ;0;0;;
;5.1.2.22; Pemasangan 1 Unit Panel Kontrol Pompa Cooling Tower  ;unit; Rp2.608.177,00 ;0;0;;
;5.1.2.23; Pemasangan 1 Unit Panel Kontrol Fan Presurisasi  ;unit; Rp2.641.672,00 ;0;0;;
;5.1.2.24; Pemasangan 1 Unit MCB Box  ;unit; Rp553.905,00 ;0;0;;
;5.1.3; Pemasangan Genset  ;; Rp- ;0;0;;
;5.1.3.1; Pemasanga 1 Unit Genset Kap : 75 Kva Silent Type  ;unit; Rp86.115.672,00 ;0;0;;
;5.1.3.2; Pemasanga 1 Unit Genset Kap : 100 Kva Silent Type  ;unit; Rp90.936.422,00 ;0;0;;
;5.1.3.3; Pemasanga 1 Unit Genset Kap : 400 Kva Silent Type  ;unit; Rp129.193.707,00 ;0;0;;
;5.1.3.4; Pemasanga 1 Unit UPS KVA/3P Type  Online Back Up Battery 15 menit  ;unit; Rp20.681.677,00 ;0;0;;
;5.1.3.5; Pemasanga 1 Unit Tangki Solar Harian 500 Liter ;unit; Rp5.347.677,00 ;0;0;;
;5.1.3.6; Pemasanga 1 Unit Tangki Solar  ;;;sebelumnya belum ada item ini ;0;;
;5.1.4; Pemasangan Trafo  ;; Rp- ;0;0;;
;5.1.4.1; Pemasanga 1 Unit Trafo Kap : 630 Kva : Synthetic Oil Ester (Termasuk Terminasi Instalasi Trafo) ;unit; Rp21.671.754,00 ;0;0;;
;5.1.5; Pemasangan Saklar dan Stop Kontak  ;; Rp- ;0;0;;
;5.1.5.1; Pemasanga 1 Unit Saklar Tunggal  ;unit; Rp42.146,00 ;0;0;;
;5.1.5.2; Pemasanga 1 Unit Saklar Ganda  ;unit; Rp53.036,00 ;0;0;;
;5.1.5.3; Pemasanga 1 Unit Saklar Triple   ;unit; Rp105.066,00 ;0;0;;
;5.1.5.4; Pemasanga 1 Unit Grid Switch 2 x 2   ;unit; Rp161.628,00 ;0;0;;
;5.1.5.5; Pemasanga 1 Unit Grid Switch 2 x 12  dan 14 ;unit; Rp191.768,00 ;0;0;;
;5.1.5.7; Pemasanga 1 Unit Grid Switch 2 x 24   ;unit; Rp222.909,00 ;0;0;;
;5.1.5.8; Pemasanga 1 Unit Grid Switch 4 x 2 Gang   ;unit; Rp278.888,00 ;0;0;;
;5.1.5.9; Pemasanga 1 Unit Stop Kontak (1 P, 10 A, 200 W+ cover,hand Dryer 1 Ph. 1000 w) ;unit; Rp95.568,00 ;0;0;;
;5.1.5.12; Pemasanga 1 Unit Stop Kontak AC  ;unit; Rp98.142,00 ;0;0;;
;5.1.5.13; Pemasanga 1 titik Instalasi Stop Kontak  ;unit; Rp502.700,00 ;0;0;;
;5.1.5.14; Pemasanga 1 titik Instalasi Stop Kontak (Kabel LSOH) ;;;0;0;;
;5.1.6; Pemasangan kWh meter token  ;; Rp- ;0;0;;
;5.1.6.1; Pemasangan 1 unit kWh Meter Token 1 Phase  ;unit; Rp696.201,00 ;0;0;;
;5.1.6.2; Pemasangan 1 unit kWh Meter Token 3 Phase  ;unit; Rp3.705.234,00 ;0;0;;
;5.1.6.3; Pemasangan 1 unit Softwer Sistem Offile / online untuk kWh Meter Swakelola Prabayar  ;unit; Rp2.577.454,00 ;0;0;;
;5.1.6.4; Pemasangan 1 Unit PC Server termasuk OS Windows Server, monitor, keyboard dan Mouse  ;unit; Rp39.421.954,00 ;0;0;;
;5.1.7; Pemasangan Panel Solar ;; Rp- ;0;0;;
;5.1.8 ; Pemasangan sistem Pembumian  ;; Rp- ;0;0;;
;5.1.8.1 ;" Pemasangan 1 set pembumian sistem elektrikal dengan batang tembaga dia.5/8"" ";set; Rp14.885.706,00 ;0;0;;
;5.1.8.2;" Pemasangan 1 set pembumian sistem elektrikal dengan batang tembaga dia.3/4"" ";sey; Rp18.390.306,00 ;0;0;;
;5.2; PEKERJAAN SISTEM PROTEKSI PETIR  ;; Rp- ;0;0;;
;5.2.1; Pemasangan 1 unit Air Terminal @1.000 mm ;unit; Rp2.057.341,00 ;0;0;;
;5.2.2; Pemasangan 1 unit Base Air Terminal  ;unit; Rp791.197,00 ;0;0;;
;5.2.3; Pemasangan 1 Unit DC Clip Non Metalic Clamp  ;unit; Rp96.536,00 ;0;0;;
;5.2.4; Pemasangan 1 UnitSquare Tape Clamp ;unit; Rp114.532,00 ;0;0;;
;5.2.5; Pemasangan 1 Unit Bimetallic Connector  ;unit; Rp90.332,00 ;0;0;;
;5.2.6; Pemasangan 1 Unit Grounding Test Box  ;unit; Rp675.521,00 ;0;0;;
;5.2.7;" Pemasangan 1 Unit 5/8"" Rod Coupling ";unit; Rp132.176,00 ;Revisi;Perubahan Koefisien  Bhandr 1,1 jadi 1,05;;
;5.2.8;" Pemasangan 1 Unit 5/8""Driving Stud  ";unit; Rp120.670,00 ;0;0;;
;5.2.9; Pemasangan 1 Unit Rod to Cable Clamp (Type GUV) ;unit; Rp353.991,00 ;0;0;;
;5.2.10; Pemasangan 1 Unit Polymer Inspection Pit ;unit; Rp721.501,00 ;0;0;;
;5.2.11; Pemasangan 1 Unit Coupling Bonding Grounded Rod 70 mm2 ;unit; Rp2.707.925,00 ;0;0;;
;5.2.12; Pemasangan 1 Unit Clamp BC L ukuran BC 70 mm2 ;unit; Rp45.980,00 ;0;0;;
;5.2.13;" Pemasangan 1 Unit Clamp PVC 1"" ";unit; Rp7.095,00 ;0;0;;
;5.2.14; Pemasangan 1 unit Copper Air Terminal Base 15 mm (dudukan) ;unit; Rp319.869,00 ;0;0;;
;5.2.15; Pemasangan 1 unit 15x500 mm Aluminium Air Rod  ;unit; Rp273.801,00 ;0;0;;
;5.2.16; Pemasangan 1 unit 15x500 mm Coper Air Rod ;unit; Rp784.421,00 ;0;0;;
;5.2.17; Pemasangan 1 m' 25x3 mm Bare Aluminium Tape ;unit; Rp151.131,00 ;0;0;;
;5.2.18;" Pemasangan 1 buah 5/8"" x 1800 mm Extensible Copperbond Rod ";buah; Rp680.361,00 ;0;0;;
;5.2.19;" Pemasangan 1 buah 5/8"" Copperbond Rod ";buah; Rp304.051,00 ;0;0;;
;5.2.20;" Pemasangan 1 buah Grounding Rod Gip 1"" Panjang 1 m  ";buah; Rp244.788,00 ;0;0;;
;5.2.21;" Pemasangan 1 buah Grounding Rod Gip 1"" Panjang 2m  ";buah; Rp409.376,00 ;0;0;;
;5.2.22;" Pemasangan 1 buah 1"" Rod Coupling  ";buah; Rp230.351,00 ;0;0;;
;5.2.23; Pemasangan 1 buah Exothermic Welding  ;buah; Rp279.823,00 ;0;0;;
;5.2.24; Pemasangan 1 unit Surge Arrester 1 Phase ( 15 KA) ;unit; Rp910.954,00 ;0;0;;
;5.2.25; Pemasangan 1 unit Surge Arrester 3 Phase ( 15 KA) ;unit; Rp1.272.073,00 ;0;0;;
;5.3; PEKERJAAN SISTEM PENCAHAYAAN  ;; Rp- ;0;0;;
;5.3.1; Pemasangan Lampu dan Armatur  ;; Rp- ;0;0;;
;5.3.1.1;  Pemasangan 1 titik Instalasi Lampu ;titik; Rp354.750,00 ;0;0;;
;5.3.1.2;  Pemasangan 1 titik Instalasi Lampu (Kabel LSOH) ;titk; Rp354.750,00 ;0;0;;
;5.3.1.3; Pemasangan 1 Unit Downlight 5 inch 14,5 Watt LED  ;unit; Rp126.324,00 ;0;0;;
;5.3.1.4; Pemasangan 1 Unit Fitting E27 + 10 Watt LED ;unit; Rp60.016,00 ;0;0;;
;5.3.1.5; Pemasangan 1 Unit Fitting E27 + 10 Watt LED c/w Nicad Battery ;unit; Rp193.116,00 ;0;0;;
;5.3.1.6; Pemasangan 1 Unit Fitting E27 + 19 Watt LED  ;unit; Rp118.701,00 ;0;0;;
;5.3.1.7; Pemasangan 1 Unit Fitting E27 + 19 Watt LED  c/w Nicad Battery ;unit; Rp251.801,00 ;0;0;;
;5.3.1.8; Pemasangan 1 Unit RM TKI 2 x 16 Watt LED  ;unit; Rp374.715,00 ;0;0;;
;5.3.1.9; Pemasangan 1 Unit Lampu Sorot LED 100 watt ;unit; Rp205.315,00 ;0;0;;
;5.3.1.10; Pemasangan 1 Unit Lampu Sorot RGB 30 Watt 100 untuk Outdoor ;unit; Rp116.985,00 ;0;0;;
;5.3.1.11; Pemasangan 1 Unit Lampu High Bay 100 Watt ;unit; Rp2.245.595,00 ;0;0;;
;5.3.1.12; Pemasangan 1 Unit Lampu Eksit LED 3 Watt c/w Battery ;unit; Rp211.079,00 ;0;0;;
;5.3.1.13; Pemasangan 1 Unit Lampu TLED 1 X 14 Watt 2.100 Lumen (Dust Proof) ;unit; Rp126.632,00 ;0;0;;
;5.3.1.14; Pemasangan 1 Unit Lampu TLED 1 X 24 Watt 2.100 Lumen (Balk) ;unit; Rp135.102,00 ;0;0;;
;5.3.1.15; Pemasangan 1 Unit Lampu TLED 1 X 24 Watt 2.100 Lumen (Balk) c/w Niced Battery ;unit; Rp268.202,00 ;0;0;;
;5.3.1.16; Pemasangan 1 Unit Lampu TLED 2 X 24 Watt 2.100 Lumen (Balk) ;unit; Rp244.321,00 ;0;0;;
;5.3.1.17; Pemasangan 1 Unit Lampu TLED 2 X 24 Watt 2.100 Lumen (Balk) c/w Nicad Battery ;unit; Rp377.421,00 ;0;0;;
;5.3.1.18; Pemasangan 1 unit Lampu PJU Kawasan LED 50 Watt + Tiang 6-7 M (single Pool) ;unit; Rp3.468.822,00 ;0;0;;
;5.3.1.19; Pemasangan 1 Unit Lampu Kawasan LED 50 Watt + Solar Cell + Tiang 6-7 M ( Single Pool) ;unit; Rp3.972.193,00 ;0;0;;
;5.3.1.20; Pemasangan 1 Unit Lampu Taman 25 Watt + Tiang 1 M ;unit; Rp294.745,00 ;0;0;;
;5.3.1.21; Pemasangan 1 Unit Fitting + 7 Watt LED ;unit; Rp79.134,00 ;0;0;;
;5.3.1.22; Pemasangan 1 Unit Fitting + 7 Watt LED c/w Nicad Battery ;unit; Rp212.234,00 ;0;0;;
;5.3.1.23; Pemasangan 1 Unit Fitting +  9 Watt LED  ;unit; Rp87.604,00 ;0;0;;
;5.3.1.24; Pemasangan 1 Unit Fitting +  9 Watt LED c/w Nicad Battery  ;unit; Rp220.704,00 ;0;0;;
;5.3.1.25; Pemasangan 1 Unit Fitting +  20 Watt Baret c/w Nicad Battery  ;unit; Rp272.734,00 ;0;0;;
;5.3.1.26; Pemasangan 1 Unit Fitting +  32 Watt Baret c/w Nicad Battery  ;unit; Rp296.934,00 ;0;0;;
;5.3.1.27; Pemasangan 1 Unit Fitting +  40 Watt Lampu Pijar ;unit; Rp80.344,00 ;0;0;;
;5.3.1.28; Pemasangan 1 Unit Lampu TL 18 Watt ( Balk) ;unit; Rp72.182,00 ;0;0;;
;5.3.1.29; Pemasangan 1 Unit Lampu TLED 18 Watt ( Balk) ;unit; Rp84.282,00 ;0;0;;
;5.3.1. 30; Pemasangan 1 Unit Lampu TL  36 Watt ( Balk) ;unit; Rp78.232,00 ;0;0;;
;5.3.1. 31; Pemasangan 1 Unit Lampu TL ED 36 Watt ( Balk) ;unit; Rp138.732,00 ;0;0;;
;5.3.1. 32; Pemasangan 1 titik Instalasi Lampu Luar/Taman ( dengan Kabel NYFGBY) ;titik; Rp683.878,00 ;Revisi;Perubahan Koefisien Bahan Kabel 8,8 jadi 16,5 ;;
;5.3.1. 33; Pemasangan 1 titik Instalasi Lampu Luar/Taman ( dengan Kabel NYY) ;titk; Rp3.340.048,00 ;0;0;;
;5.3.1. 34; Pemasangan 1 titik Instalasi Lampu Luar/Taman ( dengan Kabel NYM) ;titik; Rp159.662,00 ;0;0;;
;5.3.1. 35; Pemasangan 1 titik Instalasi Lampu PJU ( dengan Kabel NYFGBY) ;titk; Rp1.281.013,00 ;0;0;;
;5.3.1. 36; Pemasangan 1 titik Instalasi Lampu PJU ( dengan Kabel NYY) ;titik; Rp1.018.663,00 ;0;0;;
;5.3.1. 37; Pemasangan 1 titik Instalasi Lampu PJU Tiang 7 m  ( dengan Kabel NYM) ;titk; Rp288.527,00 ;0;0;;
;5.3.1. 38; Pemasangan 1 titik Instalasi Lampu PJU Tiang 9 m  ( dengan Kabel NYM) ;titik; Rp340.073,00 ;0;0;;
;5.3.1. 39; Pemasangan 1 Unit Sport Floodlight LED, Min 180000 Lumen, Max. 1340 W, 5700K, min. CRI 80, min. IP 66 c/w DMX Led Driver & Customized Bracklet ( Field of Play) ;unit; Rp1.756.909,00 ;0;0;;
;5.3.1. 40; Pemasangan 1 buah Junction Box IP Rated  ;buah; Rp207.883,00 ;0;0;;
;5.3.1. 41; Setting & Aiming 1 titik Lampu Field Of Play (FOP) Eksisting  ;titik; Rp139.777,00 ;0;0;;
;5.3.1. 42; Pemasangan 1 m' Kabel Fiber Optic Dual Core Single Mode + Pipa HDPE Conduit 20 mm ;m'; Rp28.281,00 ;0;0;;
;5.3.1. 43; Pemasangan 1 buah DMX LED Controller , 1 Universe  ;buah; Rp1.980.566,00 ;0;0;;
;5.3.2; Pemasangan Sensor  ;; Rp- ;0;0;;
;5.3.2.1; Pemasangan 1 Unit Sensor Cahaya  ;unit; Rp97.284,00 ;0;0;;
;5.3.2.2; Pemasangan 1 Unit Sensor Gerak ;unit; Rp106.843,00 ;0;0;;
;5.4; PEKERJAAN SISTEM ELEKTRONIK ;; Rp- ;0;0;;
;5.4.1; Sistem Alarm Kebakaran  ;; Rp- ;0;0;;
;5.4.1.1; Pemasangan 1 Unit MCP-FA (Semi Addressable 1 Loop) ;unit; Rp34.427.486,00 ;Revisi;"Perubahan Penghapusan bahan ""Programming, Testing & commisioning""";;
;5.4.1.2; Pemasangan 1  Unit PC Komputer ;unit; Rp4.217.917,00 ;0;0;;
;5.4.1.3; Pemasangan 1 Unit Alarm Printer ;unit; Rp3.014.632,00 ;0;0;;
;5.4.1.4; Pemasangan 1 Unit Report Printer ;unit; Rp2.321.632,00 ;0;0;;
;5.4.1.5; Pemasangan 1 Unit Announciator  ;unit; Rp2.961.832,00 ;0;0;;
;5.4.1.6; Pemasangan 1 Unit Terminal Box Fire Alarm (Lengkap dengan Modul)  ;unit; Rp741.482,00 ;0;0;;
;5.4.1.7; Pemasangan 1 Unit Some Detector Addressable  ;unit; Rp940.890,00 ;0;0;;
;5.4.1.8; Pemasangan 1 Unit Rate of Rise Detector Addressable  ;unit; Rp436.155,00 ;0;0;;
;5.4.1.9; Pemasangan 1 Unit Fix Heat Detector Addressable  ;unit; Rp407.280,00 ;0;0;;
;5.4.1.10; Pemasangan 1 Unit Smoke Detector Konvensional  ;unit; Rp322.965,00 ;0;0;;
;5.4.1.11; Pemasangan 1 Unit Rate of Rise Detector Konvensional ;unit; Rp317.190,00 ;0;0;;
;5.4.1.12; Pemasangan 1 Unit Fix Heat Detector Konvensional  ;unit; Rp374.940,00 ;0;0;;
;5.4.1.13; Pemasangan 1 Unit  Lamp Indicator  ;unit; Rp92.939,00 ;0;0;;
;5.4.1.14; Pemasangan 1 Unit Manual Break Glass ;unit; Rp96.404,00 ;0;0;;
;5.4.1.15; Pemasangan 1 Unit  Horn Strobe ;unit; Rp229.229,00 ;0;0;;
;5.4.1.16; Pemasangan 1 Unit  Fire Fighting Telepon ;unit; Rp183.029,00 ;0;0;;
;5.4.1.17; Pemasangan 1 Unit  Alrm Bell ;unit; Rp125.279,00 ;0;0;;
;5.4.1.18; Pemasangan 1 titik Instalasi Detector Adressable Per Titik ;titik; Rp186.925,00 ;0;0;;
;5.4.1.19; Pemasangan 1 titik Instalasi Detector Konvensional Per Tititk ;titik; Rp232.421,00 ;0;0;;
;5.4.1.20; Pemasangan 1 titik Instalasi Lamp Indicator ;titik; Rp355.509,00 ;0;0;;
;5.4.1.21; Pemasangan 1 titik Instalasi Manual Push Button ;titik; Rp605.979,00 ;0;0;;
;5.4.1.22; Pemasangan 1 titik Instalasi Alarm Bell ;titik; Rp355.509,00 ;0;0;;
;5.4.1.23; Pemasangan 1 titik Instalasi  Indicator Bell ;titik; Rp605.979,00 ;0;0;;
;5.4.1.24; Pemasangan 1 titik Instalasi Intercom Jack ;titik; Rp259.750,00 ;0;0;;
;5.4.1.25; Pemasangan 1 titik Instalasi Flow & Temper Switch ;titik; Rp617.657,00 ;0;0;;
;5.4.1.26; Pemasangan 1 buah Sirine Module ;buah; Rp815.622,00 ;0;0;;
;5.4.1.27; Pemasangan 1 buah Control Module ;buah; Rp452.622,00 ;0;0;;
;5.4.1.28; Pemasangan 1 buah Relay Module ;buah; Rp154.357,00 ;0;0;;
;5.4.1.29; Pemasangan 1 buah Isolator Module  ;buah; Rp295.322,00 ;0;0;;
;5.4.1.30; Pemasangan 1 buah Monitor  Module  ;buah; Rp271.122,00 ;0;0;;
;5.4.1.31; Pemasangan 1 buah Terminal Box Fire Alarm ( Tanpa Modul) ;buah; Rp374.000,00 ;0;0;;
;5.4.1.32; Pemasangan 1 buah Kabel Power Fire Alarm NYA 20x1,5 mm2 ;buah; Rp26.763,00 ;0;0;;
;5.4.1.33; Pemasangan 1 buah Kabel Power Fire Alarm NYA 3x2x2,5 mm2 ;buah; Rp34.611,00 ;0;0;;
;5.4.1.34; Pemasangan 1 buah Kabel Power Fire Alarm NYA 5x2x2,5 mm2 ;buah; Rp80.272,00 ;0;0;;
;5.4.1.35; Pemasangan 1 Unit Rectifier ;unit; Rp4.271.063,00 ;0;0;;
;5.4.1.36; Pemasangan 1 Unit Power Surge Arrester ;unit; Rp1.623.644,00 ;0;0;;
;5.4.1.37; Pemasangan 1 Unit UPS 2 KVA ( Inverter, Rectifier, Battery Backup 15 menit) ;unit; Rp4.494.336,00 ;0;0;;
;5.4.1.38; Pemasangan 1 Unit UPS 2 KVA ( Inverter, Rectifier, Battery Backup 30 menit) ;unit; Rp4.840.836,00 ;0;0;;
;5.4.1.39; Pemasangan 1 Unit UPS 2 KVA ( Inverter, Rectifier, Battery Backup 1 Jam) ;unit; Rp5.764.836,00 ;0;0;;
;5.4.1.40; Pemasangan 1 Unit UPS 2 KVA ( Inverter, Rectifier, Battery Backup 2Jam) ;unit; Rp6.111.336,00 ;0;0;;
;5.4.1.41; Pemasangan 1 Unit UPS 2 KVA ( Inverter, Rectifier, Battery Backup 4 Jam) ;unit; Rp6.688.836,00 ;0;0;;
;5.4.1.42; Pemasangan 1 Buah End of Line Resistor  ;buah; Rp30.233,00 ;0;0;;
;5.4.2; Sistem CCTV ;; Rp- ;0;0;;
;5.4.2.1; Pemasangan 1 Unit Patch Panel UTP Cat 6 4 Port ;unit; Rp1.884.036,00 ;0;0;;
;5.4.2.2; Pemasangan 1 Unit  Wirig Mangement  ;unit; Rp180.147,00 ;0;0;;
;5.4.2.3; Pemasangan 1 Unit  PoE Switch HUB ;unit; Rp644.369,00 ;0;0;;
;5.4.2.4; Pemasangan 1 Unit  Network Video Recorder (NVR) Kapasitas 32 Chanel + 8TB Hardisk ;unit; Rp8.837.554,00 ;0;0;;
;5.4.2.5; Pemasangan 1 Unit  RAK HUB 12 U ( Lengkap dengan Power Outlet) ;unit; Rp1.049.642,00 ;0;0;;
;5.4.2.6;" Pemasangan 1 Unit  LCD Monitor 32"" ";unit; Rp2.899.226,00 ;0;0;;
;5.4.2.7;" Pemasangan 1 Unit  LCD Monitor 50"" ";unit; Rp4.341.012,00 ;0;0;;
;5.4.2.8; Pemasangan 1 Unit  Keyboard + Mouse ;unit; Rp416.790,00 ;0;0;;
;5.4.2.9; Pemasangan 1 Unit  Indoor Fix Dome IP Camera ;unit; Rp617.276,00 ;0;0;;
;5.4.2.10; Pemasangan 1 Unit Outdoor Fix Dome IP Camera ;unit; Rp662.321,00 ;0;0;;
;5.4.2.11; Pemasangan 1 titik Instalasi Camera CCTV ;titik; Rp485.674,00 ;0;0;;
;5.4.3; Sistem Tata Suara  ;; Rp- ;0;0;;
;5.4.3.1; Pemasangan 1 Unit MDF - SS ;unit; Rp1.728.815,00 ;0;0;;
;5.4.3.2; Pemasangan 1 Unit Selector Switch c/w Control Panel  ;unit; Rp1.142.042,00 ;0;0;;
;5.4.3.3; Pemasangan 1 Unit Power Amplifier 360 Watt ;unit; Rp1.812.701,00 ;0;0;;
;5.4.3.4; Pemasangan 1 Unit Power Amplifier 240 Watt ;unit; Rp1.466.201,00 ;0;0;;
;5.4.3.5; Pemasangan 1 Unit Power Amplifier 120 Watt ;unit; Rp1.235.201,00 ;0;0;;
;5.4.3.6; Pemasangan 1 Unit  System Controller ( Mixer Pre Amp-Equalizer) ;unit; Rp438.042,00 ;0;0;;
;5.4.3.7; Pemasangan 1 Unit VCD/DVD/MP3/MP4 ;unit; Rp310.354,00 ;0;0;;
;5.4.3.8; Pemasangan 1 Unit Sound Source ;unit; Rp310.354,00 ;0;0;;
;5.4.3.9; Pemasangan 1 Unit Automatic Alarm System ;unit; Rp1.202.982,00 ;0;0;;
;5.4.3.10; Pemasangan 1 Unit Paging Mic Keyboard ;unit; Rp771.199,00 ;0;0;;
;5.4.3.11; Pemasangan 1 Unit UPS 1 KVA ( Inverter, Rectifier, Battery Backup 4 Jam) ;unit; Rp2.963.961,00 ;0;0;;
;5.4.3.12; Pemasangan 1 Unit Rack Cabinet  ;unit; Rp987.239,00 ;0;0;;
;5.4.3.13; Pemasangan 1 Unit Terminal Box Tata Suara (TBTS) ;unit; Rp154.550,00 ;0;0;;
;5.4.3.14; Pemasangan 1 Unit Ceiling Speaker  ;unit; Rp825.390,00 ;0;0;;
;5.4.3.15; Pemasangan 1 Unit Wall Speaker  ;unit; Rp876.947,00 ;0;0;;
;5.4.3.16; Pemasangan 1 Unit Horn Speaker ;unit; Rp328.740,00 ;0;0;;
;5.4.3.17; Pemasangan 1 Unit Horn Speaker+ Tiang ;unit; Rp601.667,00 ;0;0;;
;5.4.3.18; Pemasangan 1 titik Instalasi  Horn Speaker ;titik; Rp589.201,00 ;0;0;;
;5.4.3.19; Pemasangan 1 titik Instalasi  Ceiling Speaker  ;titik; Rp252.239,00 ;0;0;;
;5.4.4.; Sistem Telepon  ;; Rp- ;0;0;;
;5.4.4.1; Pemasangan 1 Unit MDF 2 x 8 pair  ;unit; Rp205.315,00 ;0;0;;
;5.4.4.2; Pemasangan 1 Unit MDF 2 x 10 pair  ;unit; Rp235.565,00 ;0;0;;
;5.4.4.3; Pemasangan 1 Unit PABX Kap: 1 Line 10 Extension ( Lengkap dengan Pemprograman) ;unit; Rp1.475.391,00 ;0;0;;
;5.4.4.4; Pemasangan 1 Unit PABX Kap: 1 Line 8 Extension ( Lengkap dengan Pemprograman) ;unit; Rp1.218.239,00 ;0;0;;
;5.4.4.5; Pemasangan 1 Unit Terminal Box Telepon  ;unit; Rp342.815,00 ;0;0;;
;5.4.4.6; Pemasangan 1 Unit Outlet Telepon ;unit; Rp161.744,00 ;0;0;;
;5.4.4.7; Pemasangan 1 Unit Instalasi Outlet Telepon ;unit; Rp429.444,00 ;0;0;;
;5.4.5; Sistem Data dan Internet  ;; Rp- ;0;0;;
;5.4.5.1; Pemasangan 1 Unit Sever / Gateway c/w PC, Monitor, Keyboar, Mouse  ;unit; Rp7.876.093,00 ;0;0;;
;5.4.5.2; Pemasangan 1 Unit Main Switch HUB 24 Port  ;unit; Rp1.416.783,00 ;0;0;;
;5.4.5.3; Pemasangan 1 Unit Main Switch HUB 12 Port  ;unit; Rp1.070.283,00 ;0;0;;
;5.4.5.4; Pemasangan 1 Unit Router Broadband ;unit; Rp715.451,00 ;0;0;;
;5.4.5.5; Pemasangan 1 Unit Fire Wall + Anti Virus  ;unit; Rp419.919,00 ;0;0;;
;5.4.5.6; Pemasangan 1 Unit  Outlet Data  ;unit; Rp195.239,00 ;0;0;;
;5.4.5.7; Pemasangan 1 Titik Instalasi Outlet Data  ;unit; Rp427.934,00 ;0;0;;
;5.4.5.8; Pemasangan 1 Unit Patch Cord  ;unit; Rp54.890,00 ;0;0;;
;5.4.5.9; Pemasangan 1 Unit Patch  Panel 24 Port ;unit; Rp710.908,00 ;0;0;;
;5.4.5.10; Pemasangan 1 Unit Wifi Access Ponit ( Wifi 6 Radius 50 m) ;unit; Rp1.748.483,00 ;0;0;;
;5.4.5.11; Pemasangan 1 Unit Switch HUB 8 Port, Unmanaged c/w OTB ;unit; Rp1.249.154,00 ;0;0;;
;5.4.5.12;" Pemasangan 1 Unit Touch Screen Panel 7"" ";unit; Rp2.963.532,00 ;0;0;;
;5.4.5.13;" Pemasangan 1 Unit Touch Screen Panel 10"" ";unit; Rp3.205.532,00 ;0;0;;
;5.4.5.14;" Pemasangan 1 Unit Touch Screen Panel 12"" ";unit; Rp3.794.516,00 ;0;0;;
;5.4.5.15;" Pemasangan 1 Unit Touch Screen Panel 14"" ";unit; Rp4.157.516,00 ;0;0;;
;5.4.5.16; Pemasangan 1 Unit Wall Mounted Rack 15U ;unit; Rp458.766,00 ;0;0;;
;5.4.5.17; Pemasangan 1 Unit Workstation, Meja + Kursi  ;unit; Rp3.120.667,00 ;0;0;;
;5.4.6; Sistem MATV ;; Rp- ;0;0;;
;5.4.6.1; Pemasangan 1 Titik Instalasi TV  ;titik; Rp1.163.462,00 ;0;0;;
;5.4.6.2; Pemasangan 1 Unit Splitter TV 6 Port  ;unit; Rp142.604,00 ;0;0;;
;5.4.6.3; Pemasangan 1 Unit Splitter TV 7 Port  ;unit; Rp171.479,00 ;0;0;;
;5.4.6.4; Pemasangan 1 Unit Terminal Box TV ;unit; Rp310.739,00 ;0;0;;
;5.4.6.5; Pemasangan 1 Unit Antena UHF  ;unit; Rp264.297,00 ;0;0;;
;5.4.6.6; Pemasangan 1 Unit Antena VHF ;unit; Rp287.397,00 ;0;0;;
;5.5; PEKERJAAN SISTEM TATA UDARA  ;; Rp- ;0;0;;
;5.5.1; Pemasangan Unit AC ;; Rp- ;0;0;;
;5.5.1.1; Pemasangan 1 Unit AC Wall Mounted Kap: 5.000 BTUH  ;unit; Rp4.192.391,00 ;0;0;;
;5.5.1.2; Pemasangan 1 Unit AC Wall Mounted Kap: 6.500 BTUH  ;unit; Rp4.973.727,00 ;0;0;;
;5.5.1.3; Pemasangan 1 Unit AC Wall Mounted Kap: 7.000 BTUH  ;unit; Rp5.457.727,00 ;0;0;;
;5.5.1.4; Pemasangan 1 Unit AC Wall Mounted Kap: 9.000 BTUH  ;unit; Rp5.820.727,00 ;0;0;;
;5.5.1.5; Pemasangan 1 Unit AC Wall Mounted Kap:12.000 BTUH  ;unit; Rp6.788.727,00 ;0;0;;
;5.5.1.6; Pemasangan 1 Unit AC Wall Mounted Kap:24.000 BTUH  ;unit; Rp9.727.762,00 ;0;0;;
;5.5.1.7; Pemasangan 1 Unit AC Wall Mounted Kap:35.000 BTUH  ;unit; Rp12.951.675,00 ;0;0;;
;5.5.1.8; Pemasangan 1 Titik Kabel Power AC NYM 3x2,5 mm2 ;titik; Rp40.744,00 ;0;0;;
;5.5.1.9; Pemasangan 1 Titik Kabel Kontrol AC NYM 3x2,5 mm2 ;titik; Rp274.769,00 ;0;0;;
;5.5.2; Pemasangan Fan  ;; Rp- ;0;0;;
;5.5.2.1; Pemasangan 1 Unit Ceiling Fan : 50 CFM  ;unit; Rp1.196.195,00 ;0;0;;
;5.5.2.2; Pemasangan 1 Unit Ceiling Fan : 75 CFM  ;unit; Rp1.559.195,00 ;0;0;;
;5.5.2.3; Pemasangan 1 Unit Ceiling Fan : 100 CFM  ;unit; Rp1.740.695,00 ;0;0;;
